query,intent,entities
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my MRI report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
I want to book a ultrasound appointment this Friday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'this Friday'}"
I need to cancel my blood test on next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Schedule a blood test for day after tomorrow.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'day after tomorrow'}"
Cancel my ultrasound scheduled next month.,cancel_test,{'TIME': 'next month'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my CT scan report for last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Can I get a blood test last Monday?,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'last Monday'}"
Cancel my ultrasound scheduled next week.,cancel_test,{'TIME': 'next week'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my X-ray report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
Schedule a X-ray for today.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'today'}"
I need to cancel my X-ray on next week.,cancel_test,{'TIME': 'next week'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my ECG report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
Schedule a ECG for last Monday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'last Monday'}"
Can you cancel my test this Friday?,cancel_test,{'TIME': 'this Friday'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
Can I upload my X-ray report?,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my ECG report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
Need a X-ray scheduled last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Cancel my ECG scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my CT scan report.,upload_record,{'REPORT_TYPE': 'CT scan report'}
Retrieve my ultrasound report for last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
Schedule a CT scan for next week.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
I need my ECG report from last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I need a X-ray on next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
I need to cancel my ultrasound on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
I need my CT scan report from on 10th February.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on 10th February'}"
Schedule a ECG for next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Can you cancel my test this Friday?,cancel_test,{'TIME': 'this Friday'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my X-ray report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
I need a CT scan on tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
Cancel my blood test scheduled on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Fetch my CT scan report.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'on March 5th'}"
Schedule a ECG for day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my ECG report from on March 5th?,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
Please arrange a ECG test this Friday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'this Friday'}"
I won't be available for my ECG test next month.,cancel_test,{'TIME': 'next month'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for on March 5th.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on March 5th'}"
Need a MRI scheduled last Monday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'last Monday'}"
I need to cancel my X-ray on today.,cancel_test,{'TIME': 'today'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my MRI report.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Schedule a X-ray for next month.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
Can you cancel my test on 15th March?,cancel_test,{'TIME': 'on 15th March'}
Interpret my blood report results.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my blood report from last month.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last month'}"
I need a ECG on day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Please remove my appointment next month.,cancel_test,{'TIME': 'next month'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Save my CT scan report to my records.,upload_record,{'REPORT_TYPE': 'CT scan report'}
Find my ECG report recorded on last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I want to book a blood test appointment next month.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'next month'}"
I need to cancel my MRI on today.,cancel_test,{'TIME': 'today'}
Interpret my X-ray report results.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my MRI report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on 10th February'}"
I need a CT scan on this Friday.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'this Friday'}"
Please remove my appointment day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading CT scan report, please process it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Can I get my MRI report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
I want to book a ECG appointment tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'tomorrow'}"
Cancel my CT scan scheduled this Friday.,cancel_test,{'TIME': 'this Friday'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my ultrasound report to my records.,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Can I get my CT scan report from last month?,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Can I get a CT scan today?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'today'}"
I need to cancel my blood test on last Monday.,cancel_test,{'TIME': 'last Monday'}
Check my ECG report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ECG report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
I need my ultrasound report from last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
Please arrange a CT scan test tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
I won't be available for my ECG test day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my ultrasound report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
Can I upload my MRI report?,upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ultrasound report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on 10th February'}"
I need a CT scan on tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
Please remove my appointment last Monday.,cancel_test,{'TIME': 'last Monday'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ECG report for yesterday.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
Can I get a MRI today?,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'today'}"
Cancel my CT scan scheduled next week.,cancel_test,{'TIME': 'next week'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Save my MRI report to my records.,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my MRI report.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'yesterday'}"
Need a CT scan scheduled day after tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
I won't be available for my blood test test today.,cancel_test,{'TIME': 'today'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my ECG report for last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
I need a CT scan on next month.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next month'}"
Please remove my appointment next week.,cancel_test,{'TIME': 'next week'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my X-ray report, please store it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my ECG report from last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
Please arrange a ECG test next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
I won't be available for my ultrasound test today.,cancel_test,{'TIME': 'today'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on March 5th'}"
I want to book a blood test appointment today.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'today'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
Check my ultrasound report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my CT scan report.,upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my CT scan report from last month.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last month'}"
Please arrange a CT scan test tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
Cancel my ECG scheduled today.,cancel_test,{'TIME': 'today'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
Find my MRI report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Can I get a CT scan this Friday?,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'this Friday'}"
I need to cancel my MRI on tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Interpret my ECG report results.,analyze_report,{'REPORT_TYPE': 'ECG report'}
Can I upload my ECG report?,upload_record,{'REPORT_TYPE': 'ECG report'}
Find my blood report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
I want to book a ECG appointment last Monday.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'last Monday'}"
I won't be available for my CT scan test next month.,cancel_test,{'TIME': 'next month'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my MRI report.,upload_record,{'REPORT_TYPE': 'MRI report'}
I need my ultrasound report from last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
Please arrange a CT scan test on 15th March.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'on 15th March'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
Give me insights on my blood report.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Can I get a MRI next week?,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'next week'}"
Cancel my ECG scheduled last Monday.,cancel_test,{'TIME': 'last Monday'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
"Uploading MRI report, please process it.",upload_record,{'REPORT_TYPE': 'MRI report'}
I need my ECG report from last month.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last month'}"
Please arrange a ECG test day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Can you cancel my test last Monday?,cancel_test,{'TIME': 'last Monday'}
Give me insights on my X-ray report.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Save my ECG report to my records.,upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my MRI report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'on 10th February'}"
I want to book a CT scan appointment on 15th March.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'on 15th March'}"
I won't be available for my blood test test next week.,cancel_test,{'TIME': 'next week'}
Can you analyze my CT scan report?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Retrieve my ultrasound report for last month.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'last month'}"
I want to book a ultrasound appointment last Monday.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'last Monday'}"
I won't be available for my CT scan test this Friday.,cancel_test,{'TIME': 'this Friday'}
Check my ultrasound report and provide feedback.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
I need my ultrasound report from on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'on March 5th'}"
Please arrange a X-ray test day after tomorrow.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'day after tomorrow'}"
I won't be available for my CT scan test tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Can I get my X-ray report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Please arrange a ECG test tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'tomorrow'}"
Cancel my ECG scheduled tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my ECG report.,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my ECG report.,upload_record,{'REPORT_TYPE': 'ECG report'}
Find my blood report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
Need a X-ray scheduled last Monday.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'last Monday'}"
Cancel my CT scan scheduled today.,cancel_test,{'TIME': 'today'}
Give me insights on my ultrasound report.,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading ECG report, please process it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Can I get my X-ray report from yesterday?,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'yesterday'}"
Schedule a MRI for this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
I need to cancel my X-ray on day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my ECG report recorded on on March 5th.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
Need a X-ray scheduled today.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'today'}"
I need to cancel my blood test on today.,cancel_test,{'TIME': 'today'}
Can you analyze my MRI report?,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my X-ray report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Need a CT scan scheduled tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'tomorrow'}"
I need to cancel my X-ray on next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my ultrasound report?,analyze_report,{'REPORT_TYPE': 'ultrasound report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my CT scan report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Schedule a CT scan for last Monday.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'last Monday'}"
I won't be available for my ECG test next month.,cancel_test,{'TIME': 'next month'}
Interpret my MRI report results.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my ECG report.,upload_record,{'REPORT_TYPE': 'ECG report'}
Fetch my ECG report.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on March 5th'}"
Please arrange a blood test test today.,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'today'}"
Cancel my blood test scheduled next week.,cancel_test,{'TIME': 'next week'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading ultrasound report, please process it.",upload_record,{'REPORT_TYPE': 'ultrasound report'}
Retrieve my blood report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
Schedule a MRI for last Monday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'last Monday'}"
Please remove my appointment this Friday.,cancel_test,{'TIME': 'this Friday'}
Give me insights on my CT scan report.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Here is my ECG report, please store it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my X-ray report for last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Need a ECG scheduled today.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'today'}"
Can you cancel my test today?,cancel_test,{'TIME': 'today'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my ultrasound report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'ultrasound report', 'DATE': 'yesterday'}"
Please arrange a ECG test day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Can you cancel my test on 15th March?,cancel_test,{'TIME': 'on 15th March'}
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
Can I upload my blood report?,upload_record,{'REPORT_TYPE': 'blood report'}
Can I get my blood report from last week?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'last week'}"
I want to book a ECG appointment next week.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week'}"
Cancel my CT scan scheduled tomorrow.,cancel_test,{'TIME': 'tomorrow'}
Can you analyze my X-ray report?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Find my ECG report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'last week'}"
I need a X-ray on today.,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'today'}"
Cancel my X-ray scheduled next month.,cancel_test,{'TIME': 'next month'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
Save my blood report to my records.,upload_record,{'REPORT_TYPE': 'blood report'}
I need my X-ray report from last week.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'last week'}"
Need a ECG scheduled next week.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next week'}"
Can you cancel my test day after tomorrow?,cancel_test,{'TIME': 'day after tomorrow'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
Find my MRI report recorded on last week.,retrieve_record,"{'REPORT_TYPE': 'MRI report', 'DATE': 'last week'}"
Need a ultrasound scheduled today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Please remove my appointment this Friday.,cancel_test,{'TIME': 'this Friday'}
Check my MRI report and provide feedback.,analyze_report,{'REPORT_TYPE': 'MRI report'}
Can I upload my MRI report?,upload_record,{'REPORT_TYPE': 'MRI report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
Can I get a X-ray next month?,book_test,"{'TEST_TYPE': 'X-ray', 'TIME': 'next month'}"
I won't be available for my ECG test today.,cancel_test,{'TIME': 'today'}
What does my CT scan report say?,analyze_report,{'REPORT_TYPE': 'CT scan report'}
"Uploading X-ray report, please process it.",upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my X-ray report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I need a MRI on this Friday.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'this Friday'}"
Please remove my appointment today.,cancel_test,{'TIME': 'today'}
Give me insights on my MRI report.,analyze_report,{'REPORT_TYPE': 'MRI report'}
I want to upload my CT scan report.,upload_record,{'REPORT_TYPE': 'CT scan report'}
Fetch my blood report.,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'yesterday'}"
I need a CT scan on day after tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Check my CT scan report and provide feedback.,analyze_report,{'REPORT_TYPE': 'CT scan report'}
Can I upload my ultrasound report?,upload_record,{'REPORT_TYPE': 'ultrasound report'}
Find my CT scan report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Need a MRI scheduled on 15th March.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'on 15th March'}"
I need to cancel my MRI on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Interpret my X-ray report results.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my MRI report, please store it.",upload_record,{'REPORT_TYPE': 'MRI report'}
Can I get my blood report from on 10th February?,retrieve_record,"{'REPORT_TYPE': 'blood report', 'DATE': 'on 10th February'}"
Please arrange a CT scan test day after tomorrow.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'day after tomorrow'}"
Can you cancel my test next week?,cancel_test,{'TIME': 'next week'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Uploading ECG report, please process it.",upload_record,{'REPORT_TYPE': 'ECG report'}
Retrieve my ECG report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'on 10th February'}"
I want to book a ECG appointment day after tomorrow.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'day after tomorrow'}"
Cancel my ECG scheduled day after tomorrow.,cancel_test,{'TIME': 'day after tomorrow'}
Check my blood report and provide feedback.,analyze_report,{'REPORT_TYPE': 'blood report'}
"Here is my blood report, please store it.",upload_record,{'REPORT_TYPE': 'blood report'}
Find my ECG report recorded on yesterday.,retrieve_record,"{'REPORT_TYPE': 'ECG report', 'DATE': 'yesterday'}"
Can I get a blood test day after tomorrow?,book_test,"{'TEST_TYPE': 'blood test', 'TIME': 'day after tomorrow'}"
Please remove my appointment on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my blood report?,analyze_report,{'REPORT_TYPE': 'blood report'}
"Uploading blood report, please process it.",upload_record,{'REPORT_TYPE': 'blood report'}
Retrieve my X-ray report for on 10th February.,retrieve_record,"{'REPORT_TYPE': 'X-ray report', 'DATE': 'on 10th February'}"
I need a MRI on tomorrow.,book_test,"{'TEST_TYPE': 'MRI', 'TIME': 'tomorrow'}"
Can you cancel my test next month?,cancel_test,{'TIME': 'next month'}
Check my X-ray report and provide feedback.,analyze_report,{'REPORT_TYPE': 'X-ray report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
I need my CT scan report from last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Please arrange a ECG test next month.,book_test,"{'TEST_TYPE': 'ECG', 'TIME': 'next month'}"
Can you cancel my test tomorrow?,cancel_test,{'TIME': 'tomorrow'}
Give me insights on my ECG report.,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my ECG report.,upload_record,{'REPORT_TYPE': 'ECG report'}
I need my CT scan report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
Please arrange a CT scan test next week.,book_test,"{'TEST_TYPE': 'CT scan', 'TIME': 'next week'}"
I need to cancel my ECG on on 15th March.,cancel_test,{'TIME': 'on 15th March'}
Can you analyze my ECG report?,analyze_report,{'REPORT_TYPE': 'ECG report'}
I want to upload my X-ray report.,upload_record,{'REPORT_TYPE': 'X-ray report'}
Retrieve my CT scan report for last week.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'last week'}"
Need a ultrasound scheduled today.,book_test,"{'TEST_TYPE': 'ultrasound', 'TIME': 'today'}"
Can you cancel my test last Monday?,cancel_test,{'TIME': 'last Monday'}
What does my X-ray report say?,analyze_report,{'REPORT_TYPE': 'X-ray report'}
"Here is my CT scan report, please store it.",upload_record,{'REPORT_TYPE': 'CT scan report'}
I need my CT scan report from yesterday.,retrieve_record,"{'REPORT_TYPE': 'CT scan report', 'DATE': 'yesterday'}"
